t_us,seq,cost_a_avail,cost_a_read,cost_g_avail,cost_g_read,t_imu,t_serial,missed
18648910,2011,684,2339,685,2340,1445,202,242
18655251,2012,686,8,684,2339,6090,224,242
18659289,2013,716,2317,686,9,3790,222,242
18663907,2014,685,9,684,8,3769,221,242
18668934,2015,685,2313,684,2286,1428,202,242
18675203,2016,716,8,684,2295,6008,232,242
18679233,2017,717,2337,685,8,3772,231,242
18683914,2018,714,8,685,9,3789,204,242
18688906,2019,684,2317,709,2305,1459,219,242
18695223,2020,702,8,688,2305,6057,233,242
18699255,2021,702,2304,701,8,3775,231,242
18703909,2022,686,9,686,9,3788,231,242
18708906,2023,686,2353,684,2298,1430,201,242
18715220,2024,716,8,685,2330,6081,206,242
18719230,2025,713,2302,711,8,3780,204,242
18723907,2026,686,8,702,8,3777,204,242
18728910,2027,686,2336,685,2315,1447,230,242
18735208,2028,716,9,686,2349,6065,206,242
18739239,2029,685,2296,684,9,3801,204,242
18743911,2030,686,9,684,8,3746,204,242
18748909,2031,711,2303,729,2303,1429,258,242
18755248,2032,715,2367,685,2305,6090,223,242
18761613,2033,731,8,685,9,6133,206,242
18763910,2034,692,9,711,9,1493,202,242
18768909,2035,701,2299,684,2312,1461,201,242
18775181,2036,732,2312,686,2328,6039,206,242
18781513,2037,715,9,686,8,6100,206,242
18783908,2038,712,9,684,8,1477,202,242
18788908,2039,686,2285,711,2298,1455,202,242
18795191,2040,683,2339,684,2334,6022,235,242
18801555,2041,715,9,685,9,6114,224,242
18803915,2042,710,9,686,9,1459,231,242
18808912,2043,686,2302,684,2314,1454,220,242
18815172,2044,684,2285,711,2299,6027,206,242
18821510,2045,717,9,711,8,6077,206,242
18823913,2046,686,9,703,9,1486,202,242
18828909,2047,686,2305,685,2325,1448,201,242
18835185,2048,698,2306,695,2316,6043,206,242
18841531,2049,702,9,683,9,6086,234,242
18843910,2050,687,9,684,2285,1473,202,242
18848912,2051,686,2308,686,9,3707,204,242
18853929,2052,686,8,684,2303,3731,204,242
18858912,2053,707,2300,702,8,3724,204,242
18863913,2054,685,9,711,2304,3761,204,242
18868912,2055,702,2309,701,9,3778,204,242
18873906,2056,684,8,711,2305,3763,232,242
18878907,2057,697,2298,702,8,3751,233,242
18883909,2058,685,9,687,2292,3746,232,242
18888908,2059,684,2312,684,9,3713,203,242
18893935,2060,684,8,684,2319,3731,204,242
18898914,2061,712,2319,684,8,3738,204,242
18903910,2062,703,8,686,2346,3792,204,242
18908907,2063,711,2318,711,8,3785,204,242
18913911,2064,705,9,686,2338,3792,204,242
18918910,2065,712,2303,715,8,3778,204,242
18923910,2066,685,8,685,2309,3781,204,242
18928906,2067,686,2292,685,8,3731,203,242
18933909,2068,686,25,686,2303,3730,204,242
18938915,2069,686,2315,685,9,3760,205,242
18943906,2070,686,9,695,2317,3737,223,242
18948907,2071,686,2308,686,8,3748,222,242
18953907,2072,686,2345,686,2316,3730,213,242
18960214,2073,686,9,686,9,6074,206,242
18963912,2074,686,2317,686,2316,1459,210,242
18970192,2075,686,8,702,8,6048,206,242
18973907,2076,685,2320,685,2337,1478,202,242
18980228,2077,686,8,684,8,6069,224,242
18983906,2078,684,2338,684,2324,1487,202,242
18990229,2079,716,9,683,8,6073,223,242
18993914,2080,702,2292,684,2312,1457,230,242
19000179,2081,734,9,684,8,6032,206,242
19003924,2082,685,2308,684,2290,1476,259,242
19010193,2083,715,36,684,8,6008,234,242
19013908,2084,686,2289,712,2299,1486,202,242
19020195,2085,683,8,711,8,6026,235,242
19023906,2086,683,2311,700,2310,1483,202,242
19030211,2087,702,9,683,9,6046,233,242
19033910,2088,711,2302,711,2300,1473,201,242
19040209,2089,684,9,711,8,6067,206,242
19043910,2090,699,2320,689,2294,1512,202,242
19050185,2091,714,8,685,9,6042,206,242
19053911,2092,686,2297,685,2316,1458,219,242
19060171,2093,692,8,685,9,6028,206,242
19063914,2094,686,2311,686,2320,1466,219,242
19070192,2095,685,8,686,8,6045,206,242
19073909,2096,686,2302,686,2308,1459,210,242
19080165,2097,715,9,686,8,6024,206,242
19083908,2098,703,2304,707,2302,1477,202,242
19090216,2099,716,9,716,9,6058,223,242
19093907,2100,703,2291,702,2300,1490,201,242
19100194,2101,715,8,684,8,6036,223,242
19103908,2102,686,2285,684,2308,1459,230,242
19110147,2103,732,9,684,8,6007,206,242
19113909,2104,684,2303,684,2304,1475,229,242
19120160,2105,716,36,684,8,6018,206,242
19123911,2106,685,2303,711,2301,1486,202,242
19130239,2107,717,8,711,9,6095,206,242
19133909,2108,711,2303,700,2305,1487,202,242
19140230,2109,713,8,702,8,6059,235,242
19143913,2110,710,2315,685,2287,1474,202,242
19150230,2111,685,9,705,8,6038,223,242
19153914,2112,686,2325,684,2316,1449,202,242
19160200,2113,740,8,685,9,6054,206,242
19163908,2114,686,2338,685,2314,1484,202,242
19170206,2115,741,8,685,9,6066,206,242
19173914,2116,686,2367,686,2294,1486,202,242
19180222,2117,684,9,685,8,6075,206,242
19183911,2118,686,2340,686,2331,1456,220,242
19190228,2119,685,8,686,9,6085,206,242
19193917,2120,686,2315,686,2298,1460,210,242
19200194,2121,687,9,703,9,6044,206,242
19203909,2122,687,2337,685,2308,1477,202,242
19210247,2123,715,9,712,9,6087,225,242
19213906,2124,684,2336,685,2335,1486,202,242
19220238,2125,686,8,684,8,6081,224,242
19223906,2126,685,2305,684,2303,1458,230,242
19230157,2127,716,8,684,9,6018,206,242
19233909,2128,685,2304,684,2299,1459,202,242
19240182,2129,716,9,684,8,6013,206,242
19243907,2130,686,2286,692,2301,1488,202,242
19250176,2131,713,8,710,9,6008,234,242
19253913,2132,712,2304,714,2317,1482,202,242
19260263,2133,714,8,709,8,6089,234,242
19263909,2134,706,2296,705,2286,1483,202,242
19270178,2135,740,8,684,8,6037,206,242
19273906,2136,689,2322,689,2294,1484,202,242
19280175,2137,714,8,685,9,6036,206,242
19283910,2138,686,2318,685,2326,1458,219,242
19290200,2139,741,9,685,8,6058,206,242
19293909,2140,686,2312,686,2315,1486,220,242
19300182,2141,686,9,686,9,6040,206,242
19303908,2142,686,2307,686,2299,1459,210,242
19310160,2143,686,8,686,8,6019,206,242
19313911,2144,703,2291,707,2304,1477,202,242
19320208,2145,715,8,716,9,6046,223,242
19323908,2146,702,2327,698,2327,1490,202,242
19330256,2147,715,9,689,9,6097,224,242
19333908,2148,686,2285,684,2301,1462,229,242
19340140,2149,734,9,684,9,5998,206,242
19343909,2150,684,2303,684,2295,1476,256,242
19350151,2151,687,36,684,8,6009,206,242
19353912,2152,711,2303,711,2331,1487,202,242
19360243,2153,717,9,684,9,6098,206,242
19363913,2154,703,2306,695,2314,1487,202,242
19370233,2155,714,9,711,9,6059,235,242
19373908,2156,708,2286,686,2295,1484,202,242
19380187,2157,684,8,706,9,6018,235,242
19383910,2158,685,2316,685,2314,1449,202,242
19390185,2159,741,9,684,8,6042,206,242
19393912,2160,686,2316,685,2323,1484,202,242
19400197,2161,733,9,685,2335,6052,205,242
19404231,2162,733,2302,694,9,3803,204,242
